run_id,stage,example,n_disc,a_disc,discount,seed,w_lr,num_updates,p,M,sampled_cost,idealized_cost,gap,abs_gap,rel_gap,reference_run_id
s2_sysrisk_w075_u05m_seed02,stage2_sysrisk_screen,sysrisk,5,2,0.5,2,0.75,5000000,0.25,1,2.97995050673,2.99020674345,-0.0102562367179,0.0102562367179,0.00342994234106,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed02,stage2_sysrisk_screen,sysrisk,5,2,0.5,2,0.75,5000000,0.5,0,3.5578911564,3.52616780039,0.0317233560089,0.0317233560089,0.00899655314346,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed02,stage2_sysrisk_screen,sysrisk,5,2,0.5,2,0.75,5000000,0.5,0.3,2.92419649786,2.84532654751,0.0788699503456,0.0788699503456,0.027719120821,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed02,stage2_sysrisk_screen,sysrisk,5,2,0.5,2,0.75,5000000,0.5,0.6,2.88563984114,2.91171243014,-0.0260725890059,0.0260725890059,0.00895438324747,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed02,stage2_sysrisk_screen,sysrisk,5,2,0.5,2,0.75,5000000,0.5,1,3.04117465338,3.07229131016,-0.0311166567876,0.0311166567876,0.0101281596197,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed02,stage2_sysrisk_screen,sysrisk,5,2,0.5,2,0.75,5000000,0.75,0,4.24096980247,4.19400696856,0.0469628339136,0.0469628339136,0.0111976051222,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed02,stage2_sysrisk_screen,sysrisk,5,2,0.5,2,0.75,5000000,0.75,0.3,3.26653678806,3.1541974164,0.112339371658,0.112339371658,0.0356158340227,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed02,stage2_sysrisk_screen,sysrisk,5,2,0.5,2,0.75,5000000,0.75,0.6,3.02200660952,3.04220068871,-0.0201940791875,0.0201940791875,0.00663798389846,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed02,stage2_sysrisk_screen,sysrisk,5,2,0.5,2,0.75,5000000,0.75,1,3.13075705895,3.19328718448,-0.0625301255272,0.0625301255272,0.0195817419213,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed02,stage2_sysrisk_screen,sysrisk,5,2,0.5,2,0.75,5000000,1,0,4.91619047614,4.85333333329,0.0628571428564,0.0628571428564,0.0129513343799,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed02,stage2_sysrisk_screen,sysrisk,5,2,0.5,2,0.75,5000000,1,0.3,3.63999999997,3.55238095235,0.087619047619,0.087619047619,0.0246648793568,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed02,stage2_sysrisk_screen,sysrisk,5,2,0.5,2,0.75,5000000,1,0.6,3.24380952378,3.23809523807,0.00571428571301,0.00571428571301,0.00176470588197,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed02,stage2_sysrisk_screen,sysrisk,5,2,0.5,2,0.75,5000000,1,1,3.27619047617,3.37904761902,-0.102857142856,0.102857142856,0.0304396843291,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,0,0,2.18278787872,2.1672727272,0.0155151515151,0.0155151515151,0.00715883668923,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,0,0.3,2.31190747854,2.37415664133,-0.0622491627911,0.0622491627911,0.0262194843034,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,0,0.6,2.73191530598,2.75032120293,-0.0184058969485,0.0184058969485,0.00669227177136,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,0,1,2.96785542856,2.93291944096,0.0349359876001,0.0349359876001,0.0119116765064,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,0.25,0,2.89193853812,2.85040974521,0.0415287929122,0.0415287929122,0.0145694116371,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,0.25,0.3,2.59844632936,2.59184830534,0.00659802401817,0.00659802401817,0.00254568294162,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,0.25,0.6,2.80735459005,2.81922388674,-0.0118692966945,0.0118692966945,0.00421012916012,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,0.25,1,3.01086241232,2.99020674345,0.020655668873,0.020655668873,0.00690777282148,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,0.5,0,3.58273469381,3.52616780039,0.0565668934236,0.0565668934236,0.0160420310733,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,0.5,0.3,2.90846056404,2.84532654751,0.0631340165275,0.0631340165275,0.0221886716597,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,0.5,0.6,2.90943647491,2.91171243014,-0.00227595523423,0.00227595523423,0.000781655224834,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,0.5,1,3.07603508092,3.07229131016,0.00374377075626,0.00374377075626,0.00121855982337,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,0.75,0,4.25361382105,4.19400696856,0.0596068524961,0.0596068524961,0.0142123875671,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,0.75,0.3,3.24625058007,3.1541974164,0.0920531636667,0.0920531636667,0.0291843380468,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,0.75,0.6,3.04635175753,3.04220068871,0.00415106881855,0.00415106881855,0.0013644953911,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,0.75,1,3.1778614471,3.19328718448,-0.0154257373781,0.0154257373781,0.00483067650573,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,1,0,4.90285714281,4.85333333329,0.049523809523,0.049523809523,0.0102040816326,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,1,0.3,3.62095238092,3.55238095235,0.0685714285714,0.0685714285714,0.0193029490618,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,1,0.6,3.23809523807,3.23809523807,0,0,0,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed03,stage2_sysrisk_screen,sysrisk,5,2,0.5,3,0.75,5000000,1,1,3.34476190474,3.37904761902,-0.034285714285,0.034285714285,0.0101465614429,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,0,0,2.18053679647,2.1672727272,0.013264069264,0.013264069264,0.00612016618746,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,0,0.3,2.33664207015,2.37415664133,-0.0375145711741,0.0375145711741,0.0158012199031,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,0,0.6,2.74765068664,2.75032120293,-0.00267051629073,0.00267051629073,0.000970983421094,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,0,1,2.88221291389,2.93291944096,-0.0507065270622,0.0507065270622,0.0172887554817,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,0.25,0,2.92582945728,2.85040974521,0.0754197120706,0.0754197120706,0.0264592528135,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,0.25,0.3,2.60710745336,2.59184830534,0.015259148024,0.015259148024,0.00588736153755,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,0.25,0.6,2.80516122203,2.81922388674,-0.0140626647122,0.0140626647122,0.00498813335766,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,0.25,1,2.93479826404,2.99020674345,-0.0554084794092,0.0554084794092,0.0185299827615,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,0.5,0,3.66601360538,3.52616780039,0.139845804988,0.139845804988,0.0396594299831,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,0.5,0.3,2.90248249186,2.84532654751,0.0571559443413,0.0571559443413,0.0200876572115,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,0.5,0.6,2.88888488334,2.91171243014,-0.022827546798,0.022827546798,0.00783990429883,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,0.5,1,3.01552799259,3.07229131016,-0.0567633175703,0.0567633175703,0.0184758904153,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,0.75,0,4.40071544707,4.19400696856,0.206708478511,0.206708478511,0.0492866321064,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,0.75,0.3,3.2276510224,3.1541974164,0.0734536060006,0.0734536060006,0.023287574081,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,0.75,0.6,3.01403463939,3.04220068871,-0.0281660493197,0.0281660493197,0.00925844551423,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,0.75,1,3.13297007352,3.19328718448,-0.060317110957,0.060317110957,0.0188887210803,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,1,0,5.12952380947,4.85333333329,0.276190476187,0.276190476187,0.0569073783357,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,1,0.3,3.59238095235,3.55238095235,0.04,0.04,0.0112600536194,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,1,0.6,3.2095238095,3.23809523807,-0.0285714285711,0.0285714285711,0.00882352941173,s1_sysrisk_samegrid
s2_sysrisk_w075_u05m_seed04,stage2_sysrisk_screen,sysrisk,5,2,0.5,4,0.75,5000000,1,1,3.30476190474,3.37904761902,-0.0742857142848,0.0742857142848,0.0219842164599,s1_sysrisk_samegrid
s2_sysrisk_w075_u10m_seed00,stage2_sysrisk_screen,sysrisk,5,2,0.5,0,0.75,10000000,0,0,2.17740259733,2.1672727272,0.0101298701298,0.0101298701298,0.00467401725805,s1_sysrisk_samegrid
s2_sysrisk_w075_u10m_seed00,stage2_sysrisk_screen,sysrisk,5,2,0.5,0,0.75,10000000,0,0.3,2.36774700748,2.37415664133,-0.00640963384411,0.00640963384411,0.00269975187506,s1_sysrisk_samegrid
s2_sysrisk_w075_u10m_seed00,stage2_sysrisk_screen,sysrisk,5,2,0.5,0,0.75,10000000,0,0.6,2.75916932406,2.75032120293,0.00884812113265,0.00884812113265,0.00321712283032,s1_sysrisk_samegrid
s2_sysrisk_w075_u10m_seed00,stage2_sysrisk_screen,sysrisk,5,2,0.5,0,0.75,10000000,0,1,2.96820609185,2.93291944096,0.0352866508882,0.0352866508882,0.0120312376792,s1_sysrisk_samegrid
s2_sysrisk_w075_u10m_seed00,stage2_sysrisk_screen,sysrisk,5,2,0.5,0,0.75,10000000,0.25,0,2.90821151708,2.85040974521,0.0578017718713,0.0578017718713,0.0202784080318,s1_sysrisk_samegrid
s2_sysrisk_w075_u10m_seed00,stage2_sysrisk_screen,sysrisk,5,2,0.5,0,0.75,10000000,0.25,0.3,2.58807845233,2.59184830534,-0.00376985300992,0.00376985300992,0.00145450372314,s1_sysrisk_samegrid
s2_sysrisk_w075_u10m_seed00,stage2_sysrisk_screen,sysrisk,5,2,0.5,0,0.75,10000000,0.25,0.6,2.81011705381,2.81922388674,-0.0091068329307,0.0091068329307,0.00323026240432,s1_sysrisk_samegrid
s2_sysrisk_w075_u10m_seed00,stage2_sysrisk_screen,sysrisk,5,2,0.5,0,0.75,10000000,0.25,1,3.00875184566,2.99020674345,0.0185451022104,0.0185451022104,0.00620194648782,s1_sysrisk_samegrid
s2_sysrisk_w075_u10m_seed00,stage2_sysrisk_screen,sysrisk,5,2,0.5,0,0.75,10000000,0.5,0,3.63362811785,3.52616780039,0.10746031746,0.10746031746,0.0304751003194,s1_sysrisk_samegrid
s2_sysrisk_w075_u10m_seed00,stage2_sysrisk_screen,sysrisk,5,2,0.5,0,0.75,10000000,0.5,0.3,2.84663265694,2.84532654751,0.00130610942746,0.00130610942746,0.000459036741707,s1_sysrisk_samegrid
