run_id,stage,example,n_disc,a_disc,discount,seed,w_lr,num_updates,p,M,sampled_cost,idealized_cost,gap,abs_gap,rel_gap,reference_run_id,outlier_threshold
s3_seir_seed16,stage3_final,seir,8,10,0.9,16,0.7,3000000,0.625,0,2.6812025343,2.70775974778,-0.0265572134779,0.0265572134779,0.00980781751399,s1_seir_main,0.01
s3_seir_seed02,stage3_final,seir,8,10,0.9,2,0.7,3000000,0.625,0.005,2.70407727279,2.67770044914,0.0263768236537,0.0263768236537,0.0098505505581,s1_seir_main,0.01
s3_seir_seed07,stage3_final,seir,8,10,0.9,7,0.7,3000000,0.5,0.005,2.68426128954,2.65976590142,0.0244953881149,0.0244953881149,0.00920960303379,s1_seir_main,0.01
s3_seir_seed15,stage3_final,seir,8,10,0.9,15,0.7,3000000,0.5,0,2.66074854861,2.68426128954,-0.0235127409241,0.0235127409241,0.00875948292207,s1_seir_main,0.01
s3_seir_seed06,stage3_final,seir,8,10,0.9,6,0.7,3000000,0.5,0.005,2.68245356749,2.65976590142,0.022687666072,0.022687666072,0.00852994846646,s1_seir_main,0.01
s3_seir_seed08,stage3_final,seir,8,10,0.9,8,0.7,3000000,0.5,0.005,2.68245356749,2.65976590142,0.022687666072,0.022687666072,0.00852994846646,s1_seir_main,0.01
s3_seir_seed08,stage3_final,seir,8,10,0.9,8,0.7,3000000,0.5,0,2.66233587471,2.68426128954,-0.0219254148275,0.0219254148275,0.0081681373244,s1_seir_main,0.01
s3_seir_seed16,stage3_final,seir,8,10,0.9,16,0.7,3000000,0.5,0,2.6626721259,2.68426128954,-0.0215891636392,0.0215891636392,0.0080428696429,s1_seir_main,0.01
s3_seir_seed02,stage3_final,seir,8,10,0.9,2,0.7,3000000,0.5,0.005,2.68082153079,2.65976590142,0.0210556293712,0.0210556293712,0.00791634683338,s1_seir_main,0.01
s3_seir_seed11,stage3_final,seir,8,10,0.9,11,0.7,3000000,1,0.08,2.6932541587,2.71218487321,-0.0189307145124,0.0189307145124,0.00697987615056,s1_seir_main,0.01
s3_seir_seed07,stage3_final,seir,8,10,0.9,7,0.7,3000000,0.375,0.005,2.65839097923,2.63997908927,0.0184118899606,0.0184118899606,0.00697425598386,s1_seir_main,0.01
s3_seir_seed15,stage3_final,seir,8,10,0.9,15,0.7,3000000,0.375,0,2.64075335118,2.65839097923,-0.0176376280463,0.0176376280463,0.00663470053283,s1_seir_main,0.01
s3_seir_seed06,stage3_final,seir,8,10,0.9,6,0.7,3000000,0.375,0.005,2.65691136427,2.63997908927,0.0169322750027,0.0169322750027,0.00641379133326,s1_seir_main,0.01
s3_seir_seed08,stage3_final,seir,8,10,0.9,8,0.7,3000000,0.375,0.005,2.65691136427,2.63997908927,0.0169322750027,0.0169322750027,0.00641379133326,s1_seir_main,0.01
s3_seir_seed08,stage3_final,seir,8,10,0.9,8,0.7,3000000,0.375,0,2.64185356076,2.65839097923,-0.0165374184619,0.0165374184619,0.00622083756343,s1_seir_main,0.01
s3_seir_seed16,stage3_final,seir,8,10,0.9,16,0.7,3000000,0.375,0,2.64215102619,2.65839097923,-0.0162399530368,0.0162399530368,0.00610894077045,s1_seir_main,0.01
s3_seir_seed02,stage3_final,seir,8,10,0.9,2,0.7,3000000,0.375,0.005,2.65550681757,2.63997908927,0.0155277283088,0.0155277283088,0.00588176185634,s1_seir_main,0.01
s3_seir_seed11,stage3_final,seir,8,10,0.9,11,0.7,3000000,0.875,0.08,2.68241860543,2.69621213903,-0.013793533596,0.013793533596,0.00511589329205,s1_seir_main,0.01
s3_seir_seed05,stage3_final,seir,8,10,0.9,5,0.7,3000000,1,0.1,2.69272717385,2.67931942801,0.0134077458333,0.0134077458333,0.00500416101684,s1_seir_main,0.01
s3_seir_seed05,stage3_final,seir,8,10,0.9,5,0.7,3000000,0.875,0.1,2.68197497832,2.66993917595,0.0120358023703,0.0120358023703,0.00450789384217,s1_seir_main,0.01
s3_seir_seed07,stage3_final,seir,8,10,0.9,7,0.7,3000000,0.25,0.005,2.62928223736,2.61732383028,0.011958407085,0.011958407085,0.00456894441055,s1_seir_main,0.01
s3_seir_seed09,stage3_final,seir,8,10,0.9,9,0.7,3000000,1,0.1,2.69099412082,2.67931942801,0.011674692803,0.011674692803,0.00435733518033,s1_seir_main,0.01
s3_seir_seed01,stage3_final,seir,8,10,0.9,1,0.7,3000000,1,0.1,2.69097635566,2.67931942801,0.0116569276515,0.0116569276515,0.00435070470868,s1_seir_main,0.01
s3_seir_seed03,stage3_final,seir,8,10,0.9,3,0.7,3000000,1,0.1,2.69097635566,2.67931942801,0.0116569276515,0.0116569276515,0.00435070470868,s1_seir_main,0.01
s3_seir_seed06,stage3_final,seir,8,10,0.9,6,0.7,3000000,1,0.1,2.69097635566,2.67931942801,0.0116569276515,0.0116569276515,0.00435070470868,s1_seir_main,0.01
s3_seir_seed10,stage3_final,seir,8,10,0.9,10,0.7,3000000,1,0.1,2.69097635566,2.67931942801,0.0116569276515,0.0116569276515,0.00435070470868,s1_seir_main,0.01
s3_seir_seed18,stage3_final,seir,8,10,0.9,18,0.7,3000000,1,0.1,2.69097635566,2.67931942801,0.0116569276515,0.0116569276515,0.00435070470868,s1_seir_main,0.01
s3_seir_seed15,stage3_final,seir,8,10,0.9,15,0.7,3000000,0.25,0,2.6178780281,2.62928223736,-0.0114042092602,0.0114042092602,0.00433738497075,s1_seir_main,0.01
s3_seir_seed06,stage3_final,seir,8,10,0.9,6,0.7,3000000,0.25,0.005,2.62817882174,2.61732383028,0.0108549914658,0.0108549914658,0.00414736279106,s1_seir_main,0.01
s3_seir_seed08,stage3_final,seir,8,10,0.9,8,0.7,3000000,0.25,0.005,2.62817882174,2.61732383028,0.0108549914658,0.0108549914658,0.00414736279106,s1_seir_main,0.01
s3_seir_seed08,stage3_final,seir,8,10,0.9,8,0.7,3000000,0.25,0,2.61846121994,2.62928223736,-0.0108210174237,0.0108210174237,0.00411557849132,s1_seir_main,0.01
s3_seir_seed09,stage3_final,seir,8,10,0.9,9,0.7,3000000,0.875,0.1,2.68064532268,2.66993917595,0.0107061467233,0.0107061467233,0.00400988412759,s1_seir_main,0.01
s3_seir_seed01,stage3_final,seir,8,10,0.9,1,0.7,3000000,0.875,0.1,2.68059104621,2.66993917595,0.0106518702614,0.0106518702614,0.00398955540161,s1_seir_main,0.01
s3_seir_seed03,stage3_final,seir,8,10,0.9,3,0.7,3000000,0.875,0.1,2.68059104621,2.66993917595,0.0106518702614,0.0106518702614,0.00398955540161,s1_seir_main,0.01
s3_seir_seed06,stage3_final,seir,8,10,0.9,6,0.7,3000000,0.875,0.1,2.68059104621,2.66993917595,0.0106518702614,0.0106518702614,0.00398955540161,s1_seir_main,0.01
s3_seir_seed10,stage3_final,seir,8,10,0.9,10,0.7,3000000,0.875,0.1,2.68059104621,2.66993917595,0.0106518702614,0.0106518702614,0.00398955540161,s1_seir_main,0.01
s3_seir_seed18,stage3_final,seir,8,10,0.9,18,0.7,3000000,0.875,0.1,2.68059104621,2.66993917595,0.0106518702614,0.0106518702614,0.00398955540161,s1_seir_main,0.01
s3_seir_seed16,stage3_final,seir,8,10,0.9,16,0.7,3000000,0.25,0,2.61873391872,2.62928223736,-0.0105483186409,0.0105483186409,0.00401186243568,s1_seir_main,0.01
s3_seir_seed05,stage3_final,seir,8,10,0.9,5,0.7,3000000,0.75,0.1,2.67098058197,2.66094718661,0.0100333953595,0.0100333953595,0.0037706104841,s1_seir_main,0.01
s3_sis_seed12,stage3_final,sis,12,10,0.5,12,0.7,1000000,1,0.02,1.15665064099,1.17660256402,-0.019951923031,0.019951923031,0.016957232324,s1_sis_main,0.01
s3_sis_seed12,stage3_final,sis,12,10,0.5,12,0.7,1000000,0.875,0.02,1.14009597927,1.15552770465,-0.0154317253713,0.0154317253713,0.0133546995968,s1_sis_main,0.01
s3_sis_seed12,stage3_final,sis,12,10,0.5,12,0.7,1000000,0.75,0.02,1.12250976091,1.13403739668,-0.0115276357698,0.0115276357698,0.0101651284195,s1_sis_main,0.01
s3_sis_seed02,stage3_final,sis,12,10,0.5,2,0.7,1000000,1,0.005,1.16554487175,1.17660256402,-0.011057692264,0.011057692264,0.00939798416404,s1_sis_main,0.01
s3_sis_seed05,stage3_final,sis,12,10,0.5,5,0.7,1000000,1,0.01,1.16554487175,1.17660256402,-0.011057692264,0.011057692264,0.00939798416404,s1_sis_main,0.01
s3_sis_seed06,stage3_final,sis,12,10,0.5,6,0.7,1000000,1,0.01,1.16554487175,1.17660256402,-0.011057692264,0.011057692264,0.00939798416404,s1_sis_main,0.01
s3_sis_seed07,stage3_final,sis,12,10,0.5,7,0.7,1000000,1,0,1.16554487175,1.17660256402,-0.011057692264,0.011057692264,0.00939798416404,s1_sis_main,0.01
s3_sis_seed08,stage3_final,sis,12,10,0.5,8,0.7,1000000,1,0,1.16554487175,1.17660256402,-0.011057692264,0.011057692264,0.00939798416404,s1_sis_main,0.01
s3_sis_seed08,stage3_final,sis,12,10,0.5,8,0.7,1000000,1,0.02,1.16554487175,1.17660256402,-0.011057692264,0.011057692264,0.00939798416404,s1_sis_main,0.01
s3_sis_seed17,stage3_final,sis,12,10,0.5,17,0.7,1000000,1,0.005,1.16554487175,1.17660256402,-0.011057692264,0.011057692264,0.00939798416404,s1_sis_main,0.01
s3_sysrisk_seed09,stage3_final,sysrisk,5,2,0.5,9,0.75,5000000,1,0,5.35238095232,4.85333333329,0.499047619037,0.499047619037,0.102825745682,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed05,stage3_final,sysrisk,5,2,0.5,5,0.75,5000000,1,0,5.3447619047,4.85333333329,0.491428571419,0.491428571419,0.101255886969,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed08,stage3_final,sysrisk,5,2,0.5,8,0.75,5000000,1,0,5.32952380947,4.85333333329,0.47619047618,0.47619047618,0.0981161695435,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed10,stage3_final,sysrisk,5,2,0.5,10,0.75,5000000,1,0,5.32571428566,4.85333333329,0.47238095237,0.47238095237,0.0973312401871,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed17,stage3_final,sysrisk,5,2,0.5,17,0.75,5000000,1,0,5.32571428566,4.85333333329,0.47238095237,0.47238095237,0.0973312401871,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed15,stage3_final,sysrisk,5,2,0.5,15,0.75,5000000,1,0,5.31809523804,4.85333333329,0.464761904752,0.464761904752,0.0957613814746,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed07,stage3_final,sysrisk,5,2,0.5,7,0.75,5000000,1,0,5.29523809518,4.85333333329,0.441904761894,0.441904761894,0.0910518053362,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed09,stage3_final,sysrisk,5,2,0.5,9,0.75,5000000,0.875,0,4.95956964281,4.52477366251,0.4347959803,0.4347959803,0.0960923159323,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed05,stage3_final,sysrisk,5,2,0.5,5,0.75,5000000,0.875,0,4.94318805083,4.52477366251,0.418414388328,0.418414388328,0.0924718935215,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed08,stage3_final,sysrisk,5,2,0.5,8,0.75,5000000,0.875,0,4.93791190471,4.52477366251,0.413138242204,0.413138242204,0.0913058360527,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed17,stage3_final,sysrisk,5,2,0.5,17,0.75,5000000,0.875,0,4.92211779443,4.52477366251,0.397344131929,0.397344131929,0.0878152503453,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed10,stage3_final,sysrisk,5,2,0.5,10,0.75,5000000,0.875,0,4.92064137351,4.52477366251,0.395867711001,0.395867711001,0.0874889531561,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed15,stage3_final,sysrisk,5,2,0.5,15,0.75,5000000,0.875,0,4.91841643429,4.52477366251,0.393642771787,0.393642771787,0.0869972292866,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed07,stage3_final,sysrisk,5,2,0.5,7,0.75,5000000,0.875,0,4.91052916661,4.52477366251,0.385755504109,0.385755504109,0.0852540995157,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed09,stage3_final,sysrisk,5,2,0.5,9,0.75,5000000,0.75,0,4.5660404761,4.19400696856,0.372033507543,0.372033507543,0.0887059822103,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed08,stage3_final,sysrisk,5,2,0.5,8,0.75,5000000,0.75,0,4.54598095229,4.19400696856,0.351973983733,0.351973983733,0.0839230803315,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed05,stage3_final,sysrisk,5,2,0.5,5,0.75,5000000,0.75,0,4.54201401027,4.19400696856,0.348007041718,0.348007041718,0.0829772206693,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed07,stage3_final,sysrisk,5,2,0.5,7,0.75,5000000,0.75,0,4.52478333324,4.19400696856,0.330776364686,0.330776364686,0.0788688161859,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed17,stage3_final,sysrisk,5,2,0.5,17,0.75,5000000,0.75,0,4.52047619038,4.19400696856,0.326469221828,0.326469221828,0.0778418405778,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed15,stage3_final,sysrisk,5,2,0.5,15,0.75,5000000,0.75,0,4.51932750234,4.19400696856,0.325320533782,0.325320533782,0.0775679526097,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed10,stage3_final,sysrisk,5,2,0.5,10,0.75,5000000,0.75,0,4.51877932122,4.19400696856,0.32477235266,0.32477235266,0.0774372467892,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed09,stage3_final,sysrisk,5,2,0.5,9,0.75,5000000,0.625,0,4.1717934523,3.86111302345,0.310680428855,0.310680428855,0.0804639561101,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed08,stage3_final,sysrisk,5,2,0.5,8,0.75,5000000,0.625,0,4.1537309523,3.86111302345,0.292617928855,0.292617928855,0.0757859008731,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed19,stage3_final,sysrisk,5,2,0.5,19,0.75,5000000,1,0,5.139047619,4.85333333329,0.28571428571,0.28571428571,0.0588697017265,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed05,stage3_final,sysrisk,5,2,0.5,5,0.75,5000000,0.625,0,4.14191716071,3.86111302345,0.280804137263,0.280804137263,0.0727262153576,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed07,stage3_final,sysrisk,5,2,0.5,7,0.75,5000000,0.625,0,4.13800059516,3.86111302345,0.276887571712,0.276887571712,0.0717118535589,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed04,stage3_final,sysrisk,5,2,0.5,4,0.75,5000000,1,0,5.12952380947,4.85333333329,0.276190476187,0.276190476187,0.0569073783357,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed15,stage3_final,sysrisk,5,2,0.5,15,0.75,5000000,0.625,0,4.12153935959,3.86111302345,0.260426336143,0.260426336143,0.0674485140843,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed17,stage3_final,sysrisk,5,2,0.5,17,0.75,5000000,0.625,0,4.1211344537,3.86111302345,0.260021430255,0.260021430255,0.0673436464243,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed10,stage3_final,sysrisk,5,2,0.5,10,0.75,5000000,0.625,0,4.12042734415,3.86111302345,0.259314320703,0.259314320703,0.0671605102281,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed02,stage3_final,sysrisk,5,2,0.5,2,0.75,5000000,1,0.05,4.76190476186,4.50285714281,0.259047619043,0.259047619043,0.0575296108286,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed11,stage3_final,sysrisk,5,2,0.5,11,0.75,5000000,0.875,0,4.77965864093,4.52477366251,0.254884978427,0.254884978427,0.0563309896668,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed09,stage3_final,sysrisk,5,2,0.5,9,0.75,5000000,0.5,0,3.77682857136,3.52616780039,0.250660770973,0.250660770973,0.0710858884667,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed11,stage3_final,sysrisk,5,2,0.5,11,0.75,5000000,1,0,5.10285714281,4.85333333329,0.24952380952,0.24952380952,0.0514128728411,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed19,stage3_final,sysrisk,5,2,0.5,19,0.75,5000000,0.875,0,4.76911904757,4.52477366251,0.244345385065,0.244345385065,0.0540016812531,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed11,stage3_final,sysrisk,5,2,0.5,11,0.75,5000000,0.75,0,4.43817687066,4.19400696856,0.244169902101,0.244169902101,0.0582187640438,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed04,stage3_final,sysrisk,5,2,0.5,4,0.75,5000000,0.875,0,4.76588359784,4.52477366251,0.24110993533,0.24110993533,0.0532866289706,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed08,stage3_final,sysrisk,5,2,0.5,8,0.75,5000000,0.5,0,3.76116190469,3.52616780039,0.234994104307,0.234994104307,0.0666429159386,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed07,stage3_final,sysrisk,5,2,0.5,7,0.75,5000000,0.5,0,3.75018095231,3.52616780039,0.224013151926,0.224013151926,0.0635287838262,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed11,stage3_final,sysrisk,5,2,0.5,11,0.75,5000000,0.625,0,4.08302536708,3.86111302345,0.22191234363,0.22191234363,0.0574736720429,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed16,stage3_final,sysrisk,5,2,0.5,16,0.75,5000000,1,0.1,4.51047619043,4.28952380948,0.220952380951,0.220952380951,0.0515097690943,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed16,stage3_final,sysrisk,5,2,0.5,16,0.75,5000000,0.875,0.1,4.22703114891,4.00869088517,0.218340263737,0.218340263737,0.0544667249213,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed05,stage3_final,sysrisk,5,2,0.5,5,0.75,5000000,0.5,0,3.74354412965,3.52616780039,0.217376329266,0.217376329266,0.0616466207994,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed02,stage3_final,sysrisk,5,2,0.5,2,0.75,5000000,0.875,0.05,4.43497854199,4.21998883006,0.214989711932,0.214989711932,0.0509455642158,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed09,stage3_final,sysrisk,5,2,0.5,9,0.75,5000000,1,0.1,4.50285714281,4.28952380948,0.213333333332,0.213333333332,0.04973357016,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed09,stage3_final,sysrisk,5,2,0.5,9,0.75,5000000,0.875,0.1,4.21998883006,4.00869088517,0.211297944881,0.211297944881,0.052709962163,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed04,stage3_final,sysrisk,5,2,0.5,4,0.75,5000000,0.75,0,4.40071544707,4.19400696856,0.206708478511,0.206708478511,0.0492866321064,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed16,stage3_final,sysrisk,5,2,0.5,16,0.75,5000000,0.75,0.1,3.94087449179,3.73539486509,0.205479626692,0.205479626692,0.0550088100758,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed19,stage3_final,sysrisk,5,2,0.5,19,0.75,5000000,0.75,0,4.3991904761,4.19400696856,0.205183507547,0.205183507547,0.0489230249461,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed10,stage3_final,sysrisk,5,2,0.5,10,0.75,5000000,0.5,0,3.72582806002,3.52616780039,0.199660259628,0.199660259628,0.0566224499032,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed15,stage3_final,sysrisk,5,2,0.5,15,0.75,5000000,0.5,0,3.72574055823,3.52616780039,0.199572757837,0.199572757837,0.0565976349211,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed09,stage3_final,sysrisk,5,2,0.5,9,0.75,5000000,0.75,0.1,3.9344041811,3.73539486509,0.199009316007,0.199009316007,0.0532766476354,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed02,stage3_final,sysrisk,5,2,0.5,2,0.75,5000000,0.875,0.1,4.20754056433,4.00869088517,0.198849679155,0.198849679155,0.0496046427252,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed17,stage3_final,sysrisk,5,2,0.5,17,0.75,5000000,0.5,0,3.72452380946,3.52616780039,0.198356009068,0.198356009068,0.0562525722816,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed02,stage3_final,sysrisk,5,2,0.5,2,0.75,5000000,1,0.1,4.48761904757,4.28952380948,0.198095238094,0.198095238094,0.0461811722914,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed05,stage3_final,sysrisk,5,2,0.5,5,0.75,5000000,1,0.1,4.48761904757,4.28952380948,0.198095238094,0.198095238094,0.0461811722914,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed16,stage3_final,sysrisk,5,2,0.5,16,0.75,5000000,1,0,5.05142857138,4.85333333329,0.198095238092,0.198095238092,0.0408163265304,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed09,stage3_final,sysrisk,5,2,0.5,9,0.75,5000000,0.375,0,3.38114583328,3.18924369743,0.191902135853,0.191902135853,0.0601716751869,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed15,stage3_final,sysrisk,5,2,0.5,15,0.75,5000000,0.875,0.1,4.20027454434,4.00869088517,0.191583659166,0.191583659166,0.0477920759306,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed11,stage3_final,sysrisk,5,2,0.5,11,0.75,5000000,0.5,0,3.71738587842,3.52616780039,0.191218078034,0.191218078034,0.054228297931,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed13,stage3_final,sysrisk,5,2,0.5,13,0.75,5000000,1,0.1,4.47999999996,4.28952380948,0.190476190475,0.190476190475,0.0444049733571,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed15,stage3_final,sysrisk,5,2,0.5,15,0.75,5000000,1,0.1,4.47999999996,4.28952380948,0.190476190475,0.190476190475,0.0444049733571,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed04,stage3_final,sysrisk,5,2,0.5,4,0.75,5000000,0.875,0.1,4.19821599649,4.00869088517,0.18952511132,0.18952511132,0.0472785547073,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed02,stage3_final,sysrisk,5,2,0.5,2,0.75,5000000,0.75,0.1,3.92466085938,3.73539486509,0.189265994288,0.189265994288,0.0506682696538,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed13,stage3_final,sysrisk,5,2,0.5,13,0.75,5000000,0.875,0.1,4.19351550167,4.00869088517,0.184824616498,0.184824616498,0.0461059786829,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed04,stage3_final,sysrisk,5,2,0.5,4,0.75,5000000,0.75,0.1,3.91975924996,3.73539486509,0.184364384864,0.184364384864,0.0493560631532,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed16,stage3_final,sysrisk,5,2,0.5,16,0.75,5000000,0.625,0.1,3.65209212736,3.46825083529,0.183841292071,0.183841292071,0.0530069192804,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed04,stage3_final,sysrisk,5,2,0.5,4,0.75,5000000,1,0.1,4.47238095234,4.28952380948,0.182857142856,0.182857142856,0.0426287744229,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed15,stage3_final,sysrisk,5,2,0.5,15,0.75,5000000,0.75,0.1,3.91783275253,3.73539486509,0.182437887435,0.182437887435,0.0488403218466,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed08,stage3_final,sysrisk,5,2,0.5,8,0.75,5000000,0.375,0,3.36827380947,3.18924369743,0.179030112044,0.179030112044,0.0561356011108,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed09,stage3_final,sysrisk,5,2,0.5,9,0.75,5000000,0.625,0.1,3.64620137686,3.46825083529,0.177950541569,0.177950541569,0.0513084404847,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed02,stage3_final,sysrisk,5,2,0.5,2,0.75,5000000,0.75,0.05,4.10898606263,3.9344041811,0.174581881531,0.174581881531,0.0443731435548,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed04,stage3_final,sysrisk,5,2,0.5,4,0.75,5000000,0.625,0,4.03407458397,3.86111302345,0.172961560527,0.172961560527,0.0447957776621,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed11,stage3_final,sysrisk,5,2,0.5,11,0.75,5000000,0.875,0.1,4.18106437385,4.00869088517,0.172373488679,0.172373488679,0.0429999452729,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed17,stage3_final,sysrisk,5,2,0.5,17,0.75,5000000,0.875,0.1,4.18106437385,4.00869088517,0.172373488679,0.172373488679,0.0429999452729,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed07,stage3_final,sysrisk,5,2,0.5,7,0.75,5000000,0.375,0,3.36132440471,3.18924369743,0.172080707282,0.172080707282,0.0539565877079,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed05,stage3_final,sysrisk,5,2,0.5,5,0.75,5000000,0.875,0.1,4.18046969452,4.00869088517,0.171778809341,0.171778809341,0.0428515977564,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed02,stage3_final,sysrisk,5,2,0.5,2,0.75,5000000,0.625,0.1,3.6390811818,3.46825083529,0.170830346503,0.170830346503,0.0492554762084,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed13,stage3_final,sysrisk,5,2,0.5,13,0.75,5000000,0.75,0.1,3.90586720859,3.73539486509,0.170472343494,0.170472343494,0.0456370342764,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed16,stage3_final,sysrisk,5,2,0.5,16,0.75,5000000,0.875,0,4.69478652671,4.52477366251,0.170012864209,0.170012864209,0.0375737831084,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed01,stage3_final,sysrisk,5,2,0.5,1,0.75,5000000,0.875,0.1,4.17835024797,4.00869088517,0.169659362797,0.169659362797,0.042322884866,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed06,stage3_final,sysrisk,5,2,0.5,6,0.75,5000000,1,0,5.02285714281,4.85333333329,0.169523809521,0.169523809521,0.0349293563578,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed04,stage3_final,sysrisk,5,2,0.5,4,0.75,5000000,0.625,0.1,3.63745138356,3.46825083529,0.169200548271,0.169200548271,0.048785556843,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed19,stage3_final,sysrisk,5,2,0.5,19,0.75,5000000,0.625,0,4.02926190468,3.86111302345,0.168148881238,0.168148881238,0.0435493289673,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed07,stage3_final,sysrisk,5,2,0.5,7,0.75,5000000,1,0.1,4.4571428571,4.28952380948,0.167619047617,0.167619047617,0.0390763765542,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed11,stage3_final,sysrisk,5,2,0.5,11,0.75,5000000,1,0.1,4.4571428571,4.28952380948,0.167619047617,0.167619047617,0.0390763765542,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed17,stage3_final,sysrisk,5,2,0.5,17,0.75,5000000,1,0.1,4.4571428571,4.28952380948,0.167619047617,0.167619047617,0.0390763765542,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed11,stage3_final,sysrisk,5,2,0.5,11,0.75,5000000,0.75,0.1,3.90218466891,3.73539486509,0.166789803812,0.166789803812,0.0446511841011,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed17,stage3_final,sysrisk,5,2,0.5,17,0.75,5000000,0.75,0.1,3.90218466891,3.73539486509,0.166789803812,0.166789803812,0.0446511841011,s1_sysrisk_samegrid,0.01
s3_sysrisk_seed01,stage3_final,sysrisk,5,2,0.5,1,0.75,5000000,0.75,0.1,3.90038686112,3.73539486509,0.16499199603,0.16499199603,0.0441698942117,s1_sysrisk_samegrid,0.01
